business_id,enterprise_category,business_type,industry_sector,years_in_operation,annual_turnover,monthly_revenue,employee_count,gst_registered,udyam_registered,itf_filing_years,existing_loans,existing_emi,bank_account_years,credit_history_length,past_defaults,delayed_payments,land_owned,property_value,machinery_value,inventory_value,loan_amount_requested,loan_tenure_months,proposed_emi,emi_to_revenue_ratio,total_asset_value,loan_to_turnover_ratio,risk_score,risk_bucket
MSME00058,Micro,Services,Auto Components,7,777152,55075.69675517278,3,0,1,1,3,6282,9,108,0,3,0,0,135133,113427,388189,48,10222.505242484602,0.2996694770081956,248560,0.4995020279173186,68.39101674725065,High
MSME00059,Micro,Manufacturing,Agriculture,6,3219638,253678.51247487913,3,0,0,2,2,74152,8,107,0,0,1,4409118,525233,340895,384576,24,18103.327653734235,0.3636702484325311,5275246,0.11944696888283714,127.61322248781445,Medium
MSME00060,Micro,Services,IT Services,10,3452390,286503.6352052329,3,1,1,9,1,82084,12,139,0,2,0,0,596665,536714,412419,36,13698.212438706267,0.3343141261369826,1133379,0.1194589834868019,172.87816848407584,Low
MSME00061,Micro,Manufacturing,Agriculture,4,3095668,321048.6913346522,5,0,1,2,0,0,5,57,0,0,0,0,601943,176575,356296,84,6289.598084666211,0.019590791846929256,778518,0.11509502957035445,139.98642121829886,Medium
MSME00062,Micro,Manufacturing,Education Services,11,3381178,278059.04891637946,5,1,1,7,2,18858,13,165,0,0,0,0,365319,520452,245064,72,4791.048375481436,0.08505045409471065,885771,0.07247888162054764,190.0196856476372,Low
MSME00063,Small,Manufacturing,Hospitality,0,28787071,2887233.8825361365,23,1,1,0,0,0,2,32,0,0,1,2786868,4965016,4595228,9437998,36,313476.5895850697,0.10857332739172239,12347112,0.32785544593960253,156.87997761835035,Medium
MSME00064,Micro,Manufacturing,Auto Components,1,4300086,391242.50554583705,3,0,1,0,0,0,3,31,0,0,0,0,702812,665039,918077,72,17948.582082300425,0.04587584893737373,1367851,0.21350200902958685,109.11786150458498,Medium
MSME00065,Micro,Manufacturing,Hospitality,8,4117509,322084.72653995064,3,0,1,5,1,10445,10,114,0,1,0,0,764470,259324,556092,60,12369.95940199239,0.07083527259142626,1023794,0.13505544250176502,147.7401940702366,Medium
MSME00066,Micro,Services,Textile,2,247722,20948.649686957386,3,0,0,1,2,5067,3,35,0,3,1,785120,35845,17353,51124,36,1698.048374872203,0.32293481804147584,838318,0.20637650269253438,35.22329576815218,High
MSME00067,Micro,Manufacturing,Healthcare,1,1068316,90676.63759320375,8,1,0,0,1,6615,2,29,0,4,0,0,72437,127688,427810,48,11265.878136133013,0.19719388158558265,200125,0.4004526750512021,45.689425617318015,High
MSME00068,Small,Services,Education Services,7,27630283,2912252.613806726,22,1,1,6,0,0,8,98,0,1,1,4137693,4435300,4230850,1978719,24,93145.17388414605,0.031983892277254115,12803843,0.07161414162858919,223.3741147326638,Low
MSME00069,Micro,Manufacturing,Agriculture,8,4679295,408690.8162509437,8,0,1,6,0,0,10,123,1,0,1,1326825,559087,201650,166391,60,3701.275894738489,0.009056420520263998,2087562,0.03555898912122446,141.5257457452099,Medium
MSME00070,Medium,Trading,Textile,3,142938213,10584615.946490588,52,1,1,2,1,2553551,5,54,0,2,0,0,23881234,20242453,36650286,36,1217313.953933602,0.3562590247012091,44123687,0.25640649362252765,217.03013292770495,Low
MSME00071,Small,Trading,Agriculture,3,32558571,2701386.818510976,15,1,1,0,1,389448,5,66,0,0,0,0,4292015,3705691,7350232,12,653059.2097047848,0.38591556105964203,7997706,0.2257541339882515,170.77704811919676,Low
MSME00072,Micro,Manufacturing,Food Processing,7,2767263,226360.15896120097,6,0,0,1,3,44447,8,95,0,1,0,0,201719,234876,172874,36,5741.890594586833,0.22172139666675797,436595,0.062471113154044265,102.10853842359256,Medium
MSME00073,Micro,Services,Retail,7,4510860,297426.04262448003,6,1,0,2,3,6740,8,99,0,0,1,2872320,402697,589139,745449,24,35090.87279536042,0.1406429390857836,3864156,0.16525651427887364,147.35783775556573,Medium
MSME00074,Small,Manufacturing,Education Services,10,20880931,2025192.8765554342,39,1,1,1,2,565674,12,149,0,1,0,0,3089274,2216829,2812850,72,54991.75898121698,0.3064724185860664,5306103,0.13470903189134623,198.22135044623764,Low
MSME00075,Small,Trading,IT Services,5,21714605,2142933.973993857,16,0,0,3,0,0,6,71,0,2,0,0,3368410,1377035,8741577,36,290345.4467308941,0.13548968388875168,4745445,0.4025667056803474,151.60691935227226,Medium
MSME00076,Small,Services,Retail,1,28861784,3122630.686181926,33,1,1,0,2,913506,2,21,0,0,1,891439,5666065,1440288,4506562,36,149682.3464588222,0.3404784149350668,7997792,0.15614287737722657,157.0402753507126,Medium
MSME00077,Small,Manufacturing,Agriculture,3,36875900,3935912.1099246065,27,1,1,1,1,48358,4,58,1,1,1,1710965,4835490,3671469,4840247,60,107668.6211735027,0.03964179504417121,10217924,0.13125773201467625,164.08119883104615,Low
MSME00078,Micro,Manufacturing,General Manufacturing,2,4709538,443539.6349196098,3,0,0,0,0,0,3,45,0,0,0,0,763177,532144,786525,36,26123.885025552765,0.05889864843823402,1295321,0.16700682742128845,109.68619606190433,Medium
MSME00079,Micro,Manufacturing,Retail,0,2123132,216445.88495035376,6,1,1,0,1,56327,2,24,0,0,0,0,337279,185323,133744,84,2360.94709521184,0.27114374158082566,522602,0.06299372813371942,90.98171688882736,High
MSME00080,Micro,Manufacturing,Retail,1,2919153,275232.84428119357,8,0,1,0,1,53642,3,47,0,0,0,0,266786,233248,853498,72,16686.050200668622,0.25552201222328497,500034,0.29237864544955333,98.06909215741211,Medium
MSME00081,Small,Services,Auto Components,1,8542911,721996.5865043557,18,1,1,0,0,0,3,39,0,2,1,1474746,1329257,726285,1494048,12,132744.355027299,0.18385731665297586,3530288,0.1748874593215357,128.47149515290025,Medium
MSME00082,Small,Services,General Manufacturing,0,31882199,2915407.1494037365,22,1,0,0,0,0,2,22,0,0,1,4437945,1667609,4998307,6952062,48,183074.4566205585,0.06279550239080713,11103861,0.21805465802405913,160.14817351928383,Low
MSME00083,Micro,Manufacturing,Agriculture,3,459708,49240.055979800745,2,0,1,1,3,13398,4,50,0,0,0,0,64284,20665,195491,12,17369.138547517694,0.6248396338163992,84949,0.4252503763258416,46.095275540150276,High
MSME00084,Micro,Manufacturing,IT Services,3,1823953,124557.53387871284,2,0,1,1,1,36225,4,50,2,0,0,0,357840,165732,422406,36,14029.923750807213,0.40346755580230614,523572,0.23158820430131696,32.0552382508362,High
MSME00085,Micro,Manufacturing,General Manufacturing,2,3887063,254687.18784747276,7,1,1,1,0,0,4,42,0,0,0,0,647711,523026,887503,24,41777.84781856407,0.1640359225434772,1170737,0.228322257704596,144.14418678738122,Medium
MSME00086,Micro,Manufacturing,Agriculture,2,784293,47835.265051500945,1,1,1,0,1,8121,4,47,0,1,0,0,116292,55629,72041,36,2392.7920932276106,0.21979165542216883,171921,0.09185470226050724,89.74239955594439,High
MSME00087,Small,Trading,Retail,3,38808806,4197968.456959855,46,1,1,2,1,888511,5,63,0,1,0,0,4569189,3451556,4018001,48,105809.37709932114,0.23685751507990185,8020745,0.10353322903054528,203.93468186432176,Low
MSME00088,Small,Manufacturing,Agriculture,0,22900460,2330710.3136283034,30,1,0,0,1,79543,2,34,0,4,0,0,3533900,2471647,3025424,48,79671.01772780459,0.06831137134324952,6005547,0.13211193137605096,102.12093010510918,Medium
MSME00089,Small,Services,Healthcare,4,10321576,679581.3188014721,13,0,0,3,0,0,6,70,0,0,1,813011,1185818,1651470,1799758,36,59777.7198001574,0.08796257069806303,3650299,0.17436852666685784,150.0625834277186,Medium
MSME00090,Micro,Manufacturing,IT Services,6,1292763,131073.14628119138,3,1,1,1,0,0,8,97,0,1,1,1038212,206374,145693,696003,36,23117.25927267385,0.17636914904812284,1390279,0.5383840657568325,135.64625389860134,Medium
MSME00091,Micro,Manufacturing,Food Processing,10,3766007,307346.4987174097,8,0,0,5,2,61394,12,139,0,0,0,0,592547,531624,994598,48,26191.580052924477,0.2849734108520143,1124171,0.26409881872232316,139.2984595519669,Medium
MSME00092,Small,Services,General Manufacturing,1,14803451,1212139.4119373655,13,1,1,0,1,242433,3,34,0,1,0,0,1552373,1071212,3431459,48,90363.47659740738,0.2745529708216466,2623585,0.23180128741602213,135.00248695706745,Medium
MSME00093,Small,Services,Healthcare,6,38368925,3269584.489524549,26,1,1,5,0,0,7,90,0,0,1,4478753,2385064,3421339,9413444,60,209396.86259275238,0.06404387568623501,10285156,0.24534031120235972,231.74449256725478,Low
MSME00094,Micro,Services,Education Services,4,1691913,142053.11609037814,1,0,1,0,2,10039,6,67,0,1,0,0,230132,99350,579518,12,51489.472317295214,0.43313708287925967,329482,0.3425223400966835,72.23502094204738,High
MSME00095,Small,Services,Education Services,3,45677469,3574463.3664063173,45,1,0,2,1,114553,5,54,1,1,0,0,8746259,5265673,1355197,72,26494.362229080227,0.03945973081013444,14011932,0.029668828629712388,154.6062758861954,Medium
MSME00096,Micro,Services,Food Processing,12,3445886,234489.44908107465,6,0,1,4,1,46743,14,163,1,1,0,0,295997,479096,372431,36,12370.038617909973,0.2520925306002645,775093,0.10807989585261962,119.84860726483562,Medium
MSME00097,Micro,Manufacturing,IT Services,4,4325148,377112.7886810548,7,0,0,3,0,0,5,71,0,0,0,0,298285,312992,718903,12,63873.66072722586,0.1693754829970706,611277,0.16621465901282453,131.7838171160162,Medium
MSME00098,Micro,Services,Auto Components,2,3068182,235447.97504120803,5,0,1,1,2,59842,4,42,0,1,1,3430773,274416,252508,255066,12,22662.305133029895,0.3504141631228301,3957697,0.0831326172958449,100.44834048010132,Medium
MSME00099,Micro,Services,Healthcare,6,1556805,113883.36085102515,7,1,0,5,0,0,8,94,1,3,0,0,205857,234370,633481,36,21040.634194554772,0.18475599979946825,440227,0.40691094902701364,77.10456466526436,High
MSME00100,Micro,Manufacturing,Retail,16,1425758,148985.7923886002,6,0,1,6,1,9112,17,180,0,0,0,0,225671,60213,124027,36,4119.471203158491,0.08881028849144752,285884,0.08699021853638556,159.67061661288858,Low
MSME00101,Micro,Services,Auto Components,12,3888756,324917.652721739,3,0,1,3,0,0,14,172,0,5,1,2580274,742921,449460,114861,36,3815.0288394138984,0.011741525298661156,3772655,0.02953669502535001,139.823374816067,Medium
MSME00102,Small,Manufacturing,General Manufacturing,19,19309167,1843613.8507133552,30,1,1,10,1,95130,20,180,0,0,1,1357279,1135123,2055773,2019376,60,44919.903788146185,0.07596487937750969,4548175,0.10458120746482746,253.75163453491996,Low
MSME00103,Micro,Manufacturing,Healthcare,0,1126794,108934.91878922182,7,0,1,0,1,8245,1,9,0,0,0,0,68148,139043,135642,60,3017.2813728754445,0.10338541119828468,207191,0.12037870276199554,46.762263637795144,High
MSME00104,Micro,Services,IT Services,2,708053,63853.33925833202,6,0,1,1,0,0,4,42,0,4,0,0,55614,69697,102377,24,4819.240865801167,0.07547359185561028,125311,0.14458945869871323,56.332645596651105,High
MSME00105,Medium,Trading,Food Processing,2,264442156,18671028.276741065,148,1,1,0,0,0,3,37,0,0,0,0,35232115,20262981,46874624,60,1042700.1213174406,0.05584588625021561,55495096,0.17725851546906915,231.09577550824702,Low
MSME00106,Micro,Trading,Auto Components,2,2777505,201855.2534894437,5,1,1,1,2,6358,4,54,0,0,0,0,228535,277305,435384,24,20495.036630453866,0.13303115062030418,505840,0.1567536332067809,120.43542090309543,Medium
MSME00107,Micro,Manufacturing,Retail,0,1687271,115831.88058523645,7,0,0,0,2,8889,1,21,2,2,0,0,270637,131525,775252,36,25749.460111032495,0.29904081619000666,402162,0.45947094450150566,-43.77911721449719,High
MSME00108,Small,Services,IT Services,8,45389187,3547269.874699911,31,1,1,6,0,0,9,106,0,1,1,4414276,8047742,2503399,6528020,24,307296.56814291625,0.08662903556750462,14965417,0.14382324142532008,232.76335404812835,Low
MSME00109,Micro,Services,Textile,5,1389603,82611.82641650974,1,0,1,1,1,5820,7,78,1,1,0,0,149289,89607,198009,24,9320.971161456415,0.18327849435405455,238896,0.14249321568822174,66.480425464394,High
MSME00110,Micro,Manufacturing,Hospitality,4,4930626,393217.82417432015,4,0,0,1,0,0,5,70,0,1,0,0,656549,458739,106004,60,2358.0004323903263,0.005996677381910807,1115288,0.021499095652357327,118.1066607325031,Medium
MSME00111,Micro,Trading,Auto Components,2,2846982,261492.7073085079,1,1,1,0,3,60719,4,51,0,2,0,0,204451,292628,872996,36,28995.959609379825,0.3430878074298819,497079,0.30663910063358324,85.52699371600502,High
MSME00112,Micro,Services,Education Services,2,2550972,229264.613314816,2,1,0,0,0,0,4,58,0,2,1,4477907,499440,325627,257640,48,6784.649360681867,0.029593094470996652,5302974,0.10099679651521068,116.04013380453037,Medium
MSME00113,Medium,Trading,Food Processing,7,197317216,13589699.14783221,157,1,1,3,0,0,8,97,0,0,1,3869837,10413472,24226680,34662191,36,1151280.7506662216,0.08471716247300962,38509989,0.17566734268134007,275.2136039586512,Low
MSME00114,Small,Manufacturing,Agriculture,3,43657061,2612183.471058532,13,1,0,2,0,0,5,67,0,0,1,3850372,2819977,4224833,9504407,84,167778.75716563792,0.0642293158288951,10895182,0.2177060659213867,198.5162905159242,Low
MSME00115,Small,Manufacturing,Education Services,4,40261337,2930976.113730399,29,1,1,2,1,609570,6,80,0,0,1,1284146,2183252,5260077,9278022,36,308163.09715844906,0.3131151744496493,8727475,0.23044495516877644,192.84559493417368,Low
MSME00116,Small,Trading,Education Services,0,43321023,4447211.65566953,10,1,1,0,0,0,1,21,0,5,0,0,7622392,6499152,8556253,24,402772.53793072497,0.0905674317113399,14121544,0.19750810132069135,126.37782435390828,Medium
MSME00117,Small,Services,Auto Components,3,15010053,1117106.0171853818,34,1,1,1,1,270403,5,57,1,2,1,3120589,1589799,1377136,8276054,72,161798.4488627324,0.3868938509092367,6087524,0.5513674068972308,122.07022435871703,Medium
MSME00118,Micro,Trading,IT Services,0,3833782,342509.02972350945,1,0,0,0,1,73065,2,22,0,1,0,0,763692,337201,715087,36,23751.121161142302,0.28266735402362136,1100893,0.18652260352831745,55.07555659954658,High
MSME00119,Small,Manufacturing,Healthcare,0,41326911,3670479.7653558566,37,1,1,0,0,0,1,23,0,2,1,1747126,3110389,6878997,8306422,36,275892.0737442828,0.07516512591850096,11736512,0.2009930526866622,154.56201078340052,Medium
MSME00120,Micro,Services,Healthcare,5,3633845,255046.2693116445,4,0,0,2,1,11840,7,94,0,0,0,0,198051,316608,447495,48,11784.259686610509,0.0926273485606006,514659,0.12314641928865981,123.24341765466986,Medium
